environment_id,simplified_edge_id,u,v,network_length,straight_distance,circuity,source_fragment_count,source_shape_provenance
39,env39_simplified_edge_00024,env39_topology_location_0018,env39_topology_location_0019,40.96887363644802,40.968873636448016,1.0000000000000002,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00025,env39_topology_location_0019,env39_topology_location_0020,43.77641708440763,43.776417084367715,1.000000000000912,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00026,env39_topology_location_0019,env39_topology_location_0025,59.169609215932006,59.16960921593142,1.0000000000000098,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00027,env39_topology_location_0020,env39_topology_location_0021,53.811604714116264,53.811604714156154,0.9999999999992587,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00028,env39_topology_location_0020,env39_topology_location_0026,59.32054131019549,59.32054130843801,1.0000000000296267,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00029,env39_topology_location_0021,env39_topology_location_0022,55.4426202529214,55.4426202529214,1.0,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00030,env39_topology_location_0021,env39_topology_location_0027,59.50328697050086,59.503286970500916,0.999999999999999,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00031,env39_topology_location_0023,env39_topology_location_0024,56.35887288919129,56.358872889192426,0.9999999999999798,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00032,env39_topology_location_0024,env39_topology_location_0025,41.215418339150695,41.21541833914569,1.0000000000001215,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00033,env39_topology_location_0024,env39_topology_location_0034,58.29566104264885,58.29566104264886,0.9999999999999999,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00034,env39_topology_location_0025,env39_topology_location_0026,43.74955240068559,43.74955240066452,1.0000000000004816,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00035,env39_topology_location_0025,env39_topology_location_0035,58.47914303771631,58.47914303771635,0.9999999999999994,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00036,env39_topology_location_0026,env39_topology_location_0027,53.56163259249255,53.561632592515636,0.999999999999569,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00037,env39_topology_location_0026,env39_topology_location_0037,58.6564197036583,58.65641970202321,1.0000000000278757,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00038,env39_topology_location_0027,env39_topology_location_0028,57.01202444483839,57.01202444478108,1.0000000000010052,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00039,env39_topology_location_0027,env39_topology_location_0038,58.88695198158881,58.88695198158882,0.9999999999999998,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00040,env39_topology_location_0028,env39_topology_location_0029,109.48989555890785,109.48989556226395,0.9999999999693479,1,"[""env39_shape_3305298596651482022""]"
39,env39_simplified_edge_00041,env39_topology_location_0028,env39_topology_location_0039,59.15573571310436,59.15573570921997,1.000000000065664,1,"[""env39_shape_3305298596651482022""]"
