environment_id,intended_class,H_o_nats,H_w_nats,phi,node_count,street_segment_count,component_count,total_street_length_unity,mean_street_length_unity,median_street_length_unity,average_streets_per_node,dead_end_count,dead_end_proportion,three_way_count,three_way_proportion,four_way_count,four_way_proportion,degree_ge_5_count,aggregate_circuity,mean_edge_circuity,median_edge_circuity,canonical_snapping_tolerance,crs,meter_scale_verified
38,curvilinear/curvy,3.0131094587621066,3.1312256499064475,0.4518145655192265,60,84,1,5173.197186865086,61.58568079601293,51.63582671892276,2.8,21,0.35,9,0.15,30,0.5,0,1.0213150770501422,1.0183127736327648,1.002327065680324,0.0,,False
39,grid-like,1.5143534129805727,1.381012158514464,0.9966031867759313,51,70,1,5008.303760229,71.5471965747,58.786673719117275,2.7450980392156863,19,0.37254901960784315,7,0.13725490196078433,25,0.49019607843137253,0,1.0233180457073998,1.0093689453989059,1.0,0.0,,False
